name,id,url,average_cost_for_two,price_range,cuisines,address,locality,city,zipcode,latitude,longitude,rating_text,aggregate_rating,votes,has_online_delivery,has_table_booking,is_delivering_now,menu_url,photos_url,featured_image,events_url,deeplink,thumb,currency,res_id
The Coop,17066603,https://www.zomato.com/orlando/the-coop-winter-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"Southern, Cajun, Soul Food","610 W Morse Boulevard, Winter Park, FL 32789",Winter Park,Orlando,32789,28.5973660000,-81.3572190000,Good,3.6,432,0,0,0,https://www.zomato.com/orlando/the-coop-winter-park/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/the-coop-winter-park/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/3/17066603/3002ed08cd3035bae040503e26b19f93_featured_v2.jpg,https://www.zomato.com/orlando/the-coop-winter-park/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17066603,https://b.zmtcdn.com/data/pictures/3/17066603/3002ed08cd3035bae040503e26b19f93_featured_v2.jpg,$,17066603
Maggiano's Little Italy,17059541,https://www.zomato.com/orlando/maggianos-little-italy-i-drive-universal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,50,4,Italian,"9101 International Drive,Orlando, FL 32819",I-Drive/Universal,Orlando,32819,28.4332350000,-81.4714470000,Very Good,4.4,886,0,0,0,https://www.zomato.com/orlando/maggianos-little-italy-i-drive-universal/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/maggianos-little-italy-i-drive-universal/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/1/17059541/50ead37fbc2663d80400c56da8502148_featured_v2.jpg,https://www.zomato.com/orlando/maggianos-little-italy-i-drive-universal/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17059541,https://b.zmtcdn.com/data/pictures/1/17059541/50ead37fbc2663d80400c56da8502148_featured_v2.jpg,$,17059541
Tako Cheena by Pom Pom,17064405,https://www.zomato.com/orlando/tako-cheena-by-pom-pom-orlando?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,"Asian, Latin American, Vegetarian","932 North Mills Avenue, Orlando, FL 32803",Mills 50,Orlando,32803,28.5578450000,-81.3645470000,Very Good,4.4,570,0,0,0,https://www.zomato.com/orlando/tako-cheena-by-pom-pom-orlando/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/tako-cheena-by-pom-pom-orlando/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/5/17064405/d9046cbf96ed14c27ccb43d67b2d9e14_featured_v2.jpg,https://www.zomato.com/orlando/tako-cheena-by-pom-pom-orlando/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17064405,https://b.zmtcdn.com/data/pictures/5/17064405/d9046cbf96ed14c27ccb43d67b2d9e14_featured_v2.jpg,$,17064405
Bosphorous Turkish Cuisine,17057797,https://www.zomato.com/orlando/bosphorous-turkish-cuisine-winter-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"Mediterranean, Turkish","108 S Park Ave, Winter Park, FL 32789",Winter Park,Orlando,32789,28.5976271000,-81.3508344000,Very Good,4.2,568,0,0,0,https://www.zomato.com/orlando/bosphorous-turkish-cuisine-winter-park/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/bosphorous-turkish-cuisine-winter-park/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/7/17057797/6504549ba9a80220f1d891b4fc0f0e72_featured_v2.jpg,https://www.zomato.com/orlando/bosphorous-turkish-cuisine-winter-park/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17057797,https://b.zmtcdn.com/data/pictures/7/17057797/6504549ba9a80220f1d891b4fc0f0e72_featured_v2.jpg,$,17057797
Bahama Breeze Island Grille,17057591,https://www.zomato.com/orlando/bahama-breeze-island-grille-1-orlando?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,45,3,Caribbean,"8849 International Drive, Orlando, FL 32819",I-Drive/Universal,Orlando,32819,28.4370650000,-81.4715260000,Very Good,4.3,910,0,0,0,https://www.zomato.com/orlando/bahama-breeze-island-grille-1-orlando/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/bahama-breeze-island-grille-1-orlando/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/1/17057591/376e721c13fcd49348add84717eab67e_featured_v2.jpg,https://www.zomato.com/orlando/bahama-breeze-island-grille-1-orlando/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17057591,https://b.zmtcdn.com/data/pictures/1/17057591/376e721c13fcd49348add84717eab67e_featured_v2.jpg,$,17057591
Hawkers Asian Street Fare,17064266,https://www.zomato.com/orlando/hawkers-asian-street-fare-mills-50?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,35,3,"Asian, Thai","1103 N Mills Avenue, Orlando, FL 32803",Mills 50,Orlando,32803,28.5605050000,-81.3643470000,Excellent,4.6,1293,0,0,0,https://www.zomato.com/orlando/hawkers-asian-street-fare-mills-50/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/hawkers-asian-street-fare-mills-50/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/6/17064266/76b69fcbffb0870221b7f7232b03166f_featured_v2.jpg,https://www.zomato.com/orlando/hawkers-asian-street-fare-mills-50/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17064266,https://b.zmtcdn.com/data/pictures/6/17064266/76b69fcbffb0870221b7f7232b03166f_featured_v2.jpg,$,17064266
Seasons 52 Fresh Grill,17060516,https://www.zomato.com/orlando/seasons-52-fresh-grill-orlando?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,60,4,American,"7700 West Sand Lake Road, Orlando, FL 32819",Restaurant Row,Orlando,32819,28.4481750000,-81.4879780000,Very Good,4.4,1685,0,0,0,https://www.zomato.com/orlando/seasons-52-fresh-grill-orlando/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/seasons-52-fresh-grill-orlando/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/6/17060516/411c1bba0a117703e6e5f80f6752563c_featured_v2.jpg,https://www.zomato.com/orlando/seasons-52-fresh-grill-orlando/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17060516,https://b.zmtcdn.com/data/pictures/6/17060516/411c1bba0a117703e6e5f80f6752563c_featured_v2.jpg,$,17060516
Raglan Road Irish Pub and Restaurant,17060320,https://www.zomato.com/orlando/raglan-road-irish-pub-and-restaurant-disney-downtown-disney?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,50,4,Irish,"1640 E Buena Vista Drive, Lake Buena Vista, FL 32830",Disney: Downtown Disney,Orlando,32830,28.3713380000,-81.5177250000,Very Good,4.3,782,0,0,0,https://www.zomato.com/orlando/raglan-road-irish-pub-and-restaurant-disney-downtown-disney/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/raglan-road-irish-pub-and-restaurant-disney-downtown-disney/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/0/17060320/ebfbbadf30dca1531c050e947739d603_featured_v2.jpg,https://www.zomato.com/orlando/raglan-road-irish-pub-and-restaurant-disney-downtown-disney/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17060320,https://b.zmtcdn.com/data/pictures/0/17060320/ebfbbadf30dca1531c050e947739d603_featured_v2.jpg,$,17060320
Hillstone,17059060,https://www.zomato.com/orlando/hillstone-winter-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,,"215 South Orlando Avenue, Winter Park, FL 32789",Winter Park,Orlando,32789,28.5966820000,-81.3652600000,Very Good,4.4,1158,0,0,0,https://www.zomato.com/orlando/hillstone-winter-park/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/hillstone-winter-park/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/0/17059060/b0af51eb778682ea5c721f1b21c2a090_featured_v2.jpg,https://www.zomato.com/orlando/hillstone-winter-park/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17059060,https://b.zmtcdn.com/data/pictures/0/17059060/b0af51eb778682ea5c721f1b21c2a090_featured_v2.jpg,$,17059060
Hollerbach's Willow Tree Café,17059012,https://www.zomato.com/orlando/hollerbachs-willow-tree-café-sanford?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,German,"205 East 1st Street, Sanford, FL 32771",Sanford,Orlando,32771,28.8116530000,-81.2668710000,Excellent,4.8,1699,0,0,0,https://www.zomato.com/orlando/hollerbachs-willow-tree-café-sanford/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/hollerbachs-willow-tree-café-sanford/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/2/17059012/0f6a19850329458778d121d6201a3eb1_featured_v2.jpg,https://www.zomato.com/orlando/hollerbachs-willow-tree-café-sanford/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17059012,https://b.zmtcdn.com/data/pictures/2/17059012/0f6a19850329458778d121d6201a3eb1_featured_v2.jpg,$,17059012
Texas de Brazil,17060869,https://www.zomato.com/orlando/texas-de-brazil-i-drive-universal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,100,4,"Brazilian, Steak","5259 International Drive, Orlando, FL 32819",I-Drive/Universal,Orlando,32819,28.4676808000,-81.4510725000,Excellent,4.6,2324,0,0,0,https://www.zomato.com/orlando/texas-de-brazil-i-drive-universal/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/texas-de-brazil-i-drive-universal/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/9/17060869/b61f8fe7abc9fca9b5ea32accb3d12b5_featured_v2.jpg,https://www.zomato.com/orlando/texas-de-brazil-i-drive-universal/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17060869,https://b.zmtcdn.com/data/pictures/9/17060869/b61f8fe7abc9fca9b5ea32accb3d12b5_featured_v2.jpg,$,17060869
The Ravenous Pig,17061231,https://www.zomato.com/orlando/the-ravenous-pig-winter-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,Pub Food,"565 W Fairbanks Avenue, Winter Park, FL 32789",Winter Park,Orlando,32789,28.5932970000,-81.3560240000,Very Good,4.4,1998,0,0,0,https://www.zomato.com/orlando/the-ravenous-pig-winter-park/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/the-ravenous-pig-winter-park/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/1/17061231/05f9f181364ecc7dabaf60d38e357a2a_featured_v2.jpg,https://www.zomato.com/orlando/the-ravenous-pig-winter-park/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17061231,https://b.zmtcdn.com/data/pictures/1/17061231/05f9f181364ecc7dabaf60d38e357a2a_featured_v2.jpg,$,17061231
Earl of Sandwich,17058534,https://www.zomato.com/orlando/earl-of-sandwich-disney-downtown-disney?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,35,3,"American, Sandwich, Salad","1750 E Buena Vista Drive, Lake Buena Vista, FL 32830",Disney: Downtown Disney,Orlando,32830,28.3728580000,-81.5146080000,Excellent,4.7,1341,0,0,0,https://www.zomato.com/orlando/earl-of-sandwich-disney-downtown-disney/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/earl-of-sandwich-disney-downtown-disney/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/4/17058534/5f583655ea7d74aa7b66b288b2a6e492_featured_v2.jpg,https://www.zomato.com/orlando/earl-of-sandwich-disney-downtown-disney/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17058534,https://b.zmtcdn.com/data/pictures/4/17058534/5f583655ea7d74aa7b66b288b2a6e492_featured_v2.jpg,$,17058534
Café Tu Tu Tango,17057925,https://www.zomato.com/orlando/café-tu-tu-tango-orlando?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"New American, Tapas","8625 International Drive, Orlando, FL 32819",I-Drive/Universal,Orlando,32819,28.4403440000,-81.4699860000,Excellent,4.6,1293,0,0,0,https://www.zomato.com/orlando/café-tu-tu-tango-orlando/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/café-tu-tu-tango-orlando/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/5/17057925/4ce421a5fd7c1d8b1126bdf5a85356a5_featured_v2.jpg,https://www.zomato.com/orlando/café-tu-tu-tango-orlando/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17057925,https://b.zmtcdn.com/data/pictures/5/17057925/4ce421a5fd7c1d8b1126bdf5a85356a5_featured_v2.jpg,$,17057925
Tibby's New Orleans Kitchen,17064031,https://www.zomato.com/orlando/tibbys-new-orleans-kitchen-winter-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,Cajun,"2203 Aloma Avenue, Winter Park, FL 32792",Winter Park,Orlando,32792,28.6010880000,-81.3226310000,Excellent,4.7,1412,0,0,0,https://www.zomato.com/orlando/tibbys-new-orleans-kitchen-winter-park/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/tibbys-new-orleans-kitchen-winter-park/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/1/17064031/92f280390a1e0f2edc00459e658f4c8e_featured_v2.jpg,https://www.zomato.com/orlando/tibbys-new-orleans-kitchen-winter-park/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17064031,https://b.zmtcdn.com/data/pictures/1/17064031/92f280390a1e0f2edc00459e658f4c8e_featured_v2.jpg,$,17064031
Cevíche Tapas Bar & Restaurant,17061237,https://www.zomato.com/orlando/cevíche-tapas-bar-restaurant-orlando?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"Spanish, Tapas","125 West Church Street, Orlando, FL 32801",Church Street District,Orlando,32801,28.5404320000,-81.3810770000,Very Good,4.4,981,0,0,0,https://www.zomato.com/orlando/cevíche-tapas-bar-restaurant-orlando/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/cevíche-tapas-bar-restaurant-orlando/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/orlando/cevíche-tapas-bar-restaurant-orlando/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17061237,,$,17061237
Ethos Vegan Kitchen,17061253,https://www.zomato.com/orlando/ethos-vegan-kitchen-winter-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"American, Breakfast, Vegetarian","601-B South New York Avenue, Winter Park, FL 32789",Winter Park,Orlando,32789,28.5928570000,-81.3529210000,Very Good,4.4,797,0,0,0,https://www.zomato.com/orlando/ethos-vegan-kitchen-winter-park/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/ethos-vegan-kitchen-winter-park/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/3/17061253/037dcf8accff6de2307d72a82444b465_featured_v2.jpg,https://www.zomato.com/orlando/ethos-vegan-kitchen-winter-park/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17061253,https://b.zmtcdn.com/data/pictures/3/17061253/037dcf8accff6de2307d72a82444b465_featured_v2.jpg,$,17061253
Pom Pom's Teahouse and Sandwicheria,17061296,https://www.zomato.com/orlando/pom-poms-teahouse-and-sandwicheria-orlando?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"American, Sandwich, Tea","67 North Bumby Avenue, Orlando, FL 32803",The Milk District,Orlando,32803,28.5435710000,-81.3514670000,Excellent,4.9,1457,0,0,0,https://www.zomato.com/orlando/pom-poms-teahouse-and-sandwicheria-orlando/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/pom-poms-teahouse-and-sandwicheria-orlando/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/6/17061296/062fe0459e4e93bfed0e531995a69e67_featured_v2.jpg,https://www.zomato.com/orlando/pom-poms-teahouse-and-sandwicheria-orlando/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17061296,https://b.zmtcdn.com/data/pictures/6/17061296/062fe0459e4e93bfed0e531995a69e67_featured_v2.jpg,$,17061296
Yellow Dog Eats,17061205,https://www.zomato.com/orlando/yellow-dog-eats-windermere?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,35,3,"American, BBQ, Sandwich","1236 Hempel Avenue,Gotha, FL 34786",Windermere,Orlando,34786,28.5275920000,-81.5229870000,Excellent,4.9,1252,0,0,0,https://www.zomato.com/orlando/yellow-dog-eats-windermere/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/yellow-dog-eats-windermere/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/5/17061205/c35c5b58d15d0956839a2220c6b59eee_featured_v2.jpg,https://www.zomato.com/orlando/yellow-dog-eats-windermere/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17061205,https://b.zmtcdn.com/data/pictures/5/17061205/c35c5b58d15d0956839a2220c6b59eee_featured_v2.jpg,$,17061205
'Ohana,17057397,https://www.zomato.com/orlando/ohana-disney-world-area?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,45,3,Hawaiian,"1600 Seven Seas Drive, Lake Buena Vista, FL 32830",Disney World Area,Orlando,32830,28.4054370000,-81.5852260000,Excellent,4.5,1151,0,0,0,https://www.zomato.com/orlando/ohana-disney-world-area/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/orlando/ohana-disney-world-area/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/7/17057397/1e5994e28b4dc97ee1e024c0b45d7245_featured_v2.jpg,https://www.zomato.com/orlando/ohana-disney-world-area/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17057397,https://b.zmtcdn.com/data/pictures/7/17057397/1e5994e28b4dc97ee1e024c0b45d7245_featured_v2.jpg,$,17057397
Columbia Restaurant,17093124,https://www.zomato.com/tampa-bay/columbia-restaurant-tampa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"Cuban, Spanish","2117 E 7th Ave, Tampa, FL 33605",Ybor City,Tampa Bay,33605,27.9598840000,-82.4351499000,Very Good,4.4,1746,0,0,0,https://www.zomato.com/tampa-bay/columbia-restaurant-tampa/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/columbia-restaurant-tampa/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/4/17093124/247c3cc7a1642ade08b01f86d5436481_featured_v2.jpg,https://www.zomato.com/tampa-bay/columbia-restaurant-tampa/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17093124,https://b.zmtcdn.com/data/pictures/4/17093124/247c3cc7a1642ade08b01f86d5436481_featured_v2.jpg,$,17093124
Red Mesa Cantina,17099925,https://www.zomato.com/tampa-bay/red-mesa-cantina-st-petersburg?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"Latin American, Mexican, Southwestern","128 3rd St S, St Petersburg, FL 33701",Downtown St Petersburg,Tampa Bay,33701,27.7700260000,-82.6369240000,Excellent,4.6,1629,0,0,0,https://www.zomato.com/tampa-bay/red-mesa-cantina-st-petersburg/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/red-mesa-cantina-st-petersburg/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/5/17099925/ade9fbf24c597458cf0b7d70a4404db7_featured_v2.jpg,https://www.zomato.com/tampa-bay/red-mesa-cantina-st-petersburg/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17099925,https://b.zmtcdn.com/data/pictures/5/17099925/ade9fbf24c597458cf0b7d70a4404db7_featured_v2.jpg,$,17099925
Edison: Food+Drink Lab,17102579,https://www.zomato.com/tampa-bay/edison-food-drink-lab-tampa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,70,4,International,"912 W Kennedy Blvd, Tampa, FL 33606",Hyde Park,Tampa Bay,33606,27.9442440000,-82.4693060000,Good,3.9,373,0,0,0,https://www.zomato.com/tampa-bay/edison-food-drink-lab-tampa/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/edison-food-drink-lab-tampa/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/9/17102579/03fe9850bff73aceebe33402c3193fcb_featured_v2.jpg,https://www.zomato.com/tampa-bay/edison-food-drink-lab-tampa/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17102579,https://b.zmtcdn.com/data/pictures/9/17102579/03fe9850bff73aceebe33402c3193fcb_featured_v2.jpg,$,17102579
Datz,17099856,https://www.zomato.com/tampa-bay/datz-palma-ceia?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"Desserts, Bar Food","2616 S Macdill Avenue, Tampa, FL 33629",Palma Ceia,Tampa Bay,33629,27.9219315000,-82.4932815000,Excellent,4.7,3074,0,0,0,https://www.zomato.com/tampa-bay/datz-palma-ceia/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/datz-palma-ceia/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/6/17099856/c2bcb65437b1cada9abdd8369425199a_featured_v2.jpg,https://www.zomato.com/tampa-bay/datz-palma-ceia/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17099856,https://b.zmtcdn.com/data/pictures/6/17099856/c2bcb65437b1cada9abdd8369425199a_featured_v2.jpg,$,17099856
Bern's Steak House,17092293,https://www.zomato.com/tampa-bay/berns-steak-house-tampa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,70,4,"American, Desserts, Steak","1208 S Howard Ave, Tampa, FL 33606",Hyde Park,Tampa Bay,33606,27.9315160000,-82.4829620000,Excellent,4.7,3157,0,0,0,https://www.zomato.com/tampa-bay/berns-steak-house-tampa/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/berns-steak-house-tampa/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/3/17092293/2ba9a00115fcb57a45681db813567181_featured_v2.jpg,https://www.zomato.com/tampa-bay/berns-steak-house-tampa/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17092293,https://b.zmtcdn.com/data/pictures/3/17092293/2ba9a00115fcb57a45681db813567181_featured_v2.jpg,$,17092293
Boca Kitchen Bar Market,17102241,https://www.zomato.com/tampa-bay/boca-kitchen-bar-market-tampa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,Breakfast,"901 W. Platt St., Tampa, FL 33606",Hyde Park,Tampa Bay,33606,27.9419420000,-82.4688700000,Good,3.9,665,0,0,0,https://www.zomato.com/tampa-bay/boca-kitchen-bar-market-tampa/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/tampa-bay/boca-kitchen-bar-market-tampa/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/1/17102241/ae7cad513612577b8cc36b74d82b19ec_featured_v2.jpg,https://www.zomato.com/tampa-bay/boca-kitchen-bar-market-tampa/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17102241,https://b.zmtcdn.com/data/pictures/1/17102241/ae7cad513612577b8cc36b74d82b19ec_featured_v2.jpg,$,17102241
