name,id,url,average_cost_for_two,price_range,cuisines,address,locality,city,zipcode,latitude,longitude,rating_text,aggregate_rating,votes,has_online_delivery,has_table_booking,is_delivering_now,menu_url,photos_url,featured_image,events_url,deeplink,thumb,currency,res_id
Mulligan's Brick Oven Grill,17696920,https://www.zomato.com/waterloo-ia/mulligans-brick-oven-grill-cedar-falls?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"Burger, Pizza, Sandwich","205 E 18th St, Cedar Falls, IA 50613",Cedar Falls,Waterloo,50613,42.5219000000,-92.4440000000,Good,3.6,80,0,0,0,https://www.zomato.com/waterloo-ia/mulligans-brick-oven-grill-cedar-falls/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/waterloo-ia/mulligans-brick-oven-grill-cedar-falls/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/0/17696920/05ef880654d0a6c1d8c3f12c41782080_featured_v2.jpg,https://www.zomato.com/waterloo-ia/mulligans-brick-oven-grill-cedar-falls/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17696920,https://b.zmtcdn.com/data/pictures/0/17696920/05ef880654d0a6c1d8c3f12c41782080_featured_v2.jpg,$,17696920
The Thai Bowl,17697424,https://www.zomato.com/waterloo-ia/the-thai-bowl-waterloo?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,Thai,"624 Sycamore Street, Waterloo, IA 50703",Waterloo,Waterloo,50703,42.4979190000,-92.3357690000,Good,3.5,58,0,0,0,https://www.zomato.com/waterloo-ia/the-thai-bowl-waterloo/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/waterloo-ia/the-thai-bowl-waterloo/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/4/17697424/b122cc0dacaa172395106f2581f2e9da_featured_v2.jpg,https://www.zomato.com/waterloo-ia/the-thai-bowl-waterloo/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17697424,https://b.zmtcdn.com/data/pictures/4/17697424/b122cc0dacaa172395106f2581f2e9da_featured_v2.jpg,$,17697424
HuHot Mongolian Grill,17697384,https://www.zomato.com/waterloo-ia/huhot-mongolian-grill-cedar-falls?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"Asian, Chinese","6301 University Ave, Cedar Falls, IA 50613",Cedar Falls,Waterloo,50613,42.5126460000,-92.4321770000,Good,3.7,113,0,0,0,https://www.zomato.com/waterloo-ia/huhot-mongolian-grill-cedar-falls/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/waterloo-ia/huhot-mongolian-grill-cedar-falls/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/waterloo-ia/huhot-mongolian-grill-cedar-falls/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17697384,,$,17697384
J's Homestyle Cooking,17697417,https://www.zomato.com/waterloo-ia/js-homestyle-cooking-cedar-falls?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,"American, Breakfast","1724 West 31st Street, Cedar Falls, IA 50613",Cedar Falls,Waterloo,50613,42.5094720000,-92.4665970000,Good,3.6,69,0,0,0,https://www.zomato.com/waterloo-ia/js-homestyle-cooking-cedar-falls/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/waterloo-ia/js-homestyle-cooking-cedar-falls/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/7/17697417/f09ae48f9addc44ebe4dab91bfa4e0b0_featured_v2.jpg,https://www.zomato.com/waterloo-ia/js-homestyle-cooking-cedar-falls/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17697417,https://b.zmtcdn.com/data/pictures/7/17697417/f09ae48f9addc44ebe4dab91bfa4e0b0_featured_v2.jpg,$,17697417
Masala Grill & Coffee House,17697444,https://www.zomato.com/waterloo-ia/masala-grill-coffee-house-cedar-falls?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,"Indian, Middle Eastern","911 W 23rd St, Cedar Falls, IA 50613",Cedar Falls,Waterloo,50613,42.5169080000,-92.4563430000,Average,3.2,18,0,0,0,https://www.zomato.com/waterloo-ia/masala-grill-coffee-house-cedar-falls/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/waterloo-ia/masala-grill-coffee-house-cedar-falls/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/4/17697444/6fd8461da06bd49df1767319a3065890_featured_v2.jpg,https://www.zomato.com/waterloo-ia/masala-grill-coffee-house-cedar-falls/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17697444,https://b.zmtcdn.com/data/pictures/4/17697444/6fd8461da06bd49df1767319a3065890_featured_v2.jpg,$,17697444
Ichiban Hibachi Steakhouse & Sushi Bar,17342811,https://www.zomato.com/dubuque-ia/ichiban-hibachi-steakhouse-sushi-bar-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"Japanese, Steak, Sushi","3187 University Ave, Dubuque, IA 52001",Dubuque,Dubuque,52001,42.4929630000,-90.7120840000,Good,3.7,83,0,0,0,https://www.zomato.com/dubuque-ia/ichiban-hibachi-steakhouse-sushi-bar-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/ichiban-hibachi-steakhouse-sushi-bar-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/1/17342811/bb7fe4316df6e7bd60c848a55f8bc22f_featured_v2.jpg,https://www.zomato.com/dubuque-ia/ichiban-hibachi-steakhouse-sushi-bar-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342811,https://b.zmtcdn.com/data/pictures/1/17342811/bb7fe4316df6e7bd60c848a55f8bc22f_featured_v2.jpg,$,17342811
Watershed Cafe,17342810,https://www.zomato.com/dubuque-ia/watershed-cafe-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"American, Burger, Pizza, Cafe","51 W 32nd Street, Dubuque, IA 52001",Dubuque,Dubuque,52001,42.5275560000,-90.6848820000,Good,3.7,89,0,0,0,https://www.zomato.com/dubuque-ia/watershed-cafe-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/watershed-cafe-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/dubuque-ia/watershed-cafe-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342810,,$,17342810
L. May Eatery,17342770,https://www.zomato.com/dubuque-ia/l-may-eatery-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,"International, Pizza","1072 Main St, Dubuque, IA 52001",Dubuque,Dubuque,52001,42.5030750000,-90.6681640000,Good,3.8,198,0,0,0,https://www.zomato.com/dubuque-ia/l-may-eatery-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/l-may-eatery-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/dubuque-ia/l-may-eatery-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342770,,$,17342770
Salsa's Mexican Restaurant,17342648,https://www.zomato.com/dubuque-ia/salsas-mexican-restaurant-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,Mexican,"1091 Main St, Dubuque, IA 52001",Dubuque,Dubuque,52001,42.5032004000,-90.6684746000,Average,3.4,153,0,0,0,https://www.zomato.com/dubuque-ia/salsas-mexican-restaurant-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/salsas-mexican-restaurant-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/dubuque-ia/salsas-mexican-restaurant-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342648,,$,17342648
Champps Americana,17342772,https://www.zomato.com/dubuque-ia/champps-americana-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"American, Burger, Sandwich","3100 Dodge St., Dubuque, IA 52003",Dubuque,Dubuque,52003,42.4920180000,-90.7152470000,Good,3.5,100,0,0,0,https://www.zomato.com/dubuque-ia/champps-americana-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/champps-americana-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/dubuque-ia/champps-americana-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342772,,$,17342772
Pepper Sprout Incorporated,17342625,https://www.zomato.com/dubuque-ia/pepper-sprout-incorporated-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,40,3,American,"378 Main St, Dubuque, IA 52001",Dubuque,Dubuque,52001,42.4974000000,-90.6651000000,Good,3.6,159,0,0,0,https://www.zomato.com/dubuque-ia/pepper-sprout-incorporated-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/pepper-sprout-incorporated-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/dubuque-ia/pepper-sprout-incorporated-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342625,,$,17342625
Shot Tower Inn,17342652,https://www.zomato.com/dubuque-ia/shot-tower-inn-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"Italian, Pizza","290 Locust St, Dubuque, IA 52001",Dubuque,Dubuque,52001,42.4963000000,-90.6658000000,Good,3.6,131,0,0,0,https://www.zomato.com/dubuque-ia/shot-tower-inn-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/shot-tower-inn-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/dubuque-ia/shot-tower-inn-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342652,,$,17342652
Tony Roma's,17342781,https://www.zomato.com/dubuque-ia/tony-romas-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"American, BBQ, Seafood","350 Bell St, Dubuque, IA 52001",Dubuque,Dubuque,52001,42.4964640000,-90.6586090000,Average,3.3,65,0,0,0,https://www.zomato.com/dubuque-ia/tony-romas-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/tony-romas-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/dubuque-ia/tony-romas-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342781,,$,17342781
Los Aztecas,17342585,https://www.zomato.com/dubuque-ia/los-aztecas-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,Mexican,"2700 Dodge St, Dubuque, IA 52003",Dubuque,Dubuque,52003,42.4916000000,-90.7055000000,Good,3.5,126,0,0,0,https://www.zomato.com/dubuque-ia/los-aztecas-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/los-aztecas-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/dubuque-ia/los-aztecas-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342585,,$,17342585
Fiesta Cancun,17342771,https://www.zomato.com/dubuque-ia/fiesta-cancun-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,Mexican,"2515 NW Arterial, Dubuque, IA 52002",Dubuque,Dubuque,52002,42.4909200000,-90.7402130000,Good,3.6,156,0,0,0,https://www.zomato.com/dubuque-ia/fiesta-cancun-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/fiesta-cancun-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/dubuque-ia/fiesta-cancun-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342771,,$,17342771
Mario's Italian Restaurant,17342594,https://www.zomato.com/dubuque-ia/marios-italian-restaurant-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"American, Italian","1298 Main St, Dubuque, IA 52001",Dubuque,Dubuque,52001,42.5048000000,-90.6691000000,Good,3.6,140,0,0,0,https://www.zomato.com/dubuque-ia/marios-italian-restaurant-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/marios-italian-restaurant-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/dubuque-ia/marios-italian-restaurant-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342594,,$,17342594
Manna Java World Cafe,17342494,https://www.zomato.com/dubuque-ia/manna-java-world-cafe-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,"Breakfast, Pizza","700 Locust St, Dubuque, IA 52001",Dubuque,Dubuque,52001,42.5001910000,-90.6677349000,Good,3.5,119,0,0,0,https://www.zomato.com/dubuque-ia/manna-java-world-cafe-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/manna-java-world-cafe-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/4/17342494/23845b9fa7ee2639054cbb2e1b89243f_featured_v2.jpg,https://www.zomato.com/dubuque-ia/manna-java-world-cafe-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342494,https://b.zmtcdn.com/data/pictures/4/17342494/23845b9fa7ee2639054cbb2e1b89243f_featured_v2.jpg,$,17342494
Kalmes Breaktime Bar & Grill,17342576,https://www.zomato.com/dubuque-ia/kalmes-breaktime-bar-grill-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"American, Burger","1097 Jackson St, Dubuque, IA 52001",Dubuque,Dubuque,52001,42.5043000000,-90.6646000000,Good,3.6,48,0,0,0,https://www.zomato.com/dubuque-ia/kalmes-breaktime-bar-grill-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/kalmes-breaktime-bar-grill-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/dubuque-ia/kalmes-breaktime-bar-grill-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342576,,$,17342576
Houlihan's,17342556,https://www.zomato.com/dubuque-ia/houlihans-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"American, Burger","1795 Greyhound Park Rd, Dubuque, IA 52001",Dubuque,Dubuque,52001,42.5166210000,-90.6452940000,Good,3.6,117,0,0,0,https://www.zomato.com/dubuque-ia/houlihans-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/houlihans-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/dubuque-ia/houlihans-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342556,,$,17342556
Sunshine Family Restaurant,17342665,https://www.zomato.com/dubuque-ia/sunshine-family-restaurant-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,"American, Breakfast, Burger","401 Central Ave, Dubuque, IA 52001",Dubuque,Dubuque,52001,42.4982789000,-90.6636860000,Good,3.5,60,0,0,0,https://www.zomato.com/dubuque-ia/sunshine-family-restaurant-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/sunshine-family-restaurant-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/dubuque-ia/sunshine-family-restaurant-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342665,,$,17342665
Catfish Charlie's,17342498,https://www.zomato.com/dubuque-ia/catfish-charlies-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,Seafood,"1630 E 16th St, Dubuque, IA 52001",Dubuque,Dubuque,52001,42.5124724000,-90.6499328000,Average,3.3,40,0,0,0,https://www.zomato.com/dubuque-ia/catfish-charlies-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/catfish-charlies-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/dubuque-ia/catfish-charlies-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342498,,$,17342498
Vinny Vanucchi's,17342799,https://www.zomato.com/dubuque-ia/vinny-vanucchis-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,Italian,"180 Main Street, Dubuque, IA 52001",Dubuque,Dubuque,52001,42.4956890000,-90.6640290000,Average,3.4,58,0,0,0,https://www.zomato.com/dubuque-ia/vinny-vanucchis-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/vinny-vanucchis-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/dubuque-ia/vinny-vanucchis-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342799,,$,17342799
Burnt Toast Cafe,17342816,https://www.zomato.com/dubuque-ia/burnt-toast-cafe-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,Breakfast,"1220 Iowa St, Dubuque, IA 52001",Dubuque,Dubuque,52001,42.5047590000,-90.6676680000,Average,3.4,33,0,0,0,https://www.zomato.com/dubuque-ia/burnt-toast-cafe-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/burnt-toast-cafe-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/6/17342816/1e69f842c34ffd569d6f16f44ce3781d_featured_v2.jpg,https://www.zomato.com/dubuque-ia/burnt-toast-cafe-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342816,https://b.zmtcdn.com/data/pictures/6/17342816/1e69f842c34ffd569d6f16f44ce3781d_featured_v2.jpg,$,17342816
Woodfire Grille,17342775,https://www.zomato.com/dubuque-ia/woodfire-grille-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,70,4,"American, Seafood, Steak","301 Bell Street, Dubuque, IA 52001",Dubuque,Dubuque,52001,42.4963780000,-90.6589880000,Good,3.6,72,0,0,0,https://www.zomato.com/dubuque-ia/woodfire-grille-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/woodfire-grille-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/dubuque-ia/woodfire-grille-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342775,,$,17342775
Happy Joe's Pizza & Ice Cream,17342548,https://www.zomato.com/dubuque-ia/happy-joes-pizza-ice-cream-1-dubuque?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,0,1,"Desserts, Pizza, Ice Cream","855 Century Dr, Dubuque, IA 52002",Dubuque,Dubuque,52002,42.4955000000,-90.7264000000,Good,3.5,74,0,0,0,https://www.zomato.com/dubuque-ia/happy-joes-pizza-ice-cream-1-dubuque/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/dubuque-ia/happy-joes-pizza-ice-cream-1-dubuque/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/dubuque-ia/happy-joes-pizza-ice-cream-1-dubuque/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17342548,,$,17342548
Fork,17304929,https://www.zomato.com/boise-id/fork-boise?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"American, Burger","199 N 8th St, Boise, ID 83702",Boise,Boise,83702,43.6162950000,-116.2028450000,Very Good,4.4,650,0,0,0,https://www.zomato.com/boise-id/fork-boise/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/boise-id/fork-boise/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/9/17304929/d767a369cf11a40e1f4de870f1e6aed7_featured_v2.jpg,https://www.zomato.com/boise-id/fork-boise/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17304929,https://b.zmtcdn.com/data/pictures/9/17304929/d767a369cf11a40e1f4de870f1e6aed7_featured_v2.jpg,$,17304929
The Egg Factory,17304741,https://www.zomato.com/boise-id/the-egg-factory-boise?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,Breakfast,"8061 W Fairview Ave, Boise, ID 83704",Boise,Boise,83704,43.6192740000,-116.2818090000,Very Good,4.3,422,0,0,0,https://www.zomato.com/boise-id/the-egg-factory-boise/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/boise-id/the-egg-factory-boise/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,,https://www.zomato.com/boise-id/the-egg-factory-boise/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17304741,,$,17304741
Lucianos Italian Restaurant,17305123,https://www.zomato.com/boise-id/lucianos-italian-restaurant-boise?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"Italian, Seafood, Vegetarian","11 N Orchard St, Boise, ID 83706",Boise,Boise,83706,43.6051379000,-116.2451650000,Very Good,4.4,360,0,0,0,https://www.zomato.com/boise-id/lucianos-italian-restaurant-boise/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/boise-id/lucianos-italian-restaurant-boise/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/3/17305123/a885c4c507b23ccc6da7a7bf90c8c493_featured_v2.jpg,https://www.zomato.com/boise-id/lucianos-italian-restaurant-boise/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17305123,https://b.zmtcdn.com/data/pictures/3/17305123/a885c4c507b23ccc6da7a7bf90c8c493_featured_v2.jpg,$,17305123
Bardenay,17303465,https://www.zomato.com/boise-id/bardenay-boise?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,25,2,"American, Bar Food","610 W Grove St, Boise, ID 83702",Boise,Boise,83702,43.6138000000,-116.2019000000,Excellent,4.5,879,0,0,0,https://www.zomato.com/boise-id/bardenay-boise/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/boise-id/bardenay-boise/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/5/17303465/da674f75653d8130d5216589961fbb21_featured_v2.jpg,https://www.zomato.com/boise-id/bardenay-boise/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17303465,https://b.zmtcdn.com/data/pictures/5/17303465/da674f75653d8130d5216589961fbb21_featured_v2.jpg,$,17303465
Boise Fry Company,17304733,https://www.zomato.com/boise-id/boise-fry-company-boise?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10,1,"American, Burger","204 N Capitol Blvd, Boise, ID 83702",Boise,Boise,83702,43.6102790000,-116.1934090000,Very Good,4.4,823,0,0,0,https://www.zomato.com/boise-id/boise-fry-company-boise/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,https://www.zomato.com/boise-id/boise-fry-company-boise/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://b.zmtcdn.com/data/pictures/3/17304733/e5d019ea571499195b59e2e2e745c1db_featured_v2.jpg,https://www.zomato.com/boise-id/boise-fry-company-boise/events#tabtop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,zomato://restaurant/17304733,https://b.zmtcdn.com/data/pictures/3/17304733/e5d019ea571499195b59e2e2e745c1db_featured_v2.jpg,$,17304733
